('2018-04-03 15:59:47.701592', 1522785587701591550, 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-09 16:28:00.003598', 1523305680003598208, 'File', '/var/spool/postfix/active/6D77F29CD8', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:58.663606', 1523305198663606151, 'File', '/var/spool/postfix/active/5CE9C29CD8', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:07.633608', 1523305147633608483, 'File', '/var/spool/postfix/active/34C4D29CD8', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.903601', 1523305679903600825, 'File', '/var/mail/edward.lock', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:28:26.504797', 1523305706504797332, 'File', '/var/mail/bob', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 13:19:33.583844', 1523294373583844469, 'File', '/var/mail/charles', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:27.853602', 1523305167853602297, 'File', '/var/mail/george', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:20:26.923603', 1523305226923603371, 'File', '/var/mail/david', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 13:18:38.743850', 1523294318743849566, 'File', '/var/spool/postfix/active/E402529CD9', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:07.123606', 1523305147123605580, 'File', '/usr/local/libexec/postfix/cleanup', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 13:16:50.363847', 1523294210363847471, 'File', '/var/spool/postfix/active/4C54929CD9', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.403595', 1523305679403594632, 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.413593', 1523305679413592652, 'File', '/etc/spwd.db', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.373590', 1523305679373589981, 'File', '/usr/local/etc/postfix/main.cf', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.333590', 1523305679333590060, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.403595', 1523305679403594632, 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.373590', 1523305679373589981, 'File', '/usr/share/zoneinfo/posixrules', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.373590', 1523305679373589981, 'File', '/usr/share/zoneinfo/UTC', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:07.193602', 1523305147193602252, 'File', '/usr/local/etc/postfix/virtual.db', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:07.173603', 1523305147173603422, 'File', '/etc/nsswitch.conf', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:07.123606', 1523305147123605580, 'File', '/etc/libmap.conf', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 15:04:04.273702', 1523300644273702353, 'File', '/var/spool/postfix/active/0AA0E29CD9', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:27:59.533589', 1523305679533589395, 'File', '/var/spool/postfix/active/6D77F29CD8', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:07.273604', 1523305147273603754, 'File', '/var/spool/postfix/active/34C4D29CD8', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:58.433603', 1523305198433603075, 'File', '/var/spool/postfix/active/5CE9C29CD8', '2018-04-09 13:16:50.363847471~2018-04-09 16:28:26.504797332_0')
('2018-04-09 16:19:27.113603', 1523305167113602838, 'File', '/var/log/debug.log', '2018-04-09 16:19:27.113602838~2018-04-09 16:22:00.013598402_0')
('2018-04-09 16:22:00.013598', 1523305320013598402, 'File', '/var/log/cron', '2018-04-09 16:19:27.113602838~2018-04-09 16:22:00.013598402_0')
('2018-04-09 16:19:58.433603', 1523305198433603075, 'File', '/var/log/maillog.0', '2018-04-09 16:19:27.113602838~2018-04-09 16:22:00.013598402_0')
('2018-04-09 13:15:41.603856', 1523294141603855523, 'File', '/var/run/resolvconf/lock/pid', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 13:15:41.563848', 1523294141563847973, 'File', '/var/run/resolv.conf.vtnet1', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 13:15:41.583850', 1523294141583850293, 'File', '/sbin/resolvconf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:22:00.043599', 1523305320043599352, 'File', '/usr/libexec/save-entropy', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 13:15:41.503857', 1523294141503856724, 'File', '/sbin/dhclient-script', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:22:00.053598', 1523305320053598423, 'File', '/etc/defaults/rc.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:22:00.013598', 1523305320013598402, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:22:00.043599', 1523305320043599352, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:22:00.023604', 1523305320023604232, 'File', '/etc/login.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 13:15:41.633848', 1523294141633847872, 'File', '/var/run/resolvconf/metrics', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:22:00.073599', 1523305320073599433, 'File', '/etc/rc.conf.local', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:19:07.663603', 1523305147663603194, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:19:27.543603', 1523305167543602829, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:19:41.863601', 1523305181863600883, 'File', '/etc/login.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:27:58.833590', 1523305678833590447, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:27:59.413593', 1523305679413592652, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:27:58.813591', 1523305678813590567, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:27:59.233593', 1523305679233593128, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:27:58.973591', 1523305678973591221, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:30:00.013587', 1523305800013586729, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:25:00.023598', 1523305500023597621, 'File', '/etc/login.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:25:00.053596', 1523305500053596452, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 13:15:41.593848', 1523294141593847853, 'File', '/sbin/resolvconf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 13:15:41.593848', 1523294141593847853, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.073708', 1523300400073708352, 'File', '/etc/newsyslog.conf.d/amd.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.073708', 1523300400073708352, 'File', '/etc/newsyslog.conf.d/pf.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.083708', 1523300400083708283, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.083708', 1523300400083708283, 'File', '/etc/newsyslog.conf.d/ppp.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.073708', 1523300400073708352, 'File', '/etc/newsyslog.conf.d/ftp.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.073708', 1523300400073708352, 'File', '/etc/newsyslog.conf.d/lpr.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.083708', 1523300400083708283, 'File', '/etc/newsyslog.conf.d/sendmail.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.073708', 1523300400073708352, 'File', '/usr/share/zoneinfo/posixrules', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.063711', 1523300400063711052, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.073708', 1523300400073708352, 'File', '/usr/share/zoneinfo/UTC', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 15:00:00.023709', 1523300400023708618, 'File', '/etc/login.conf', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:17:21.693605', 1523305041693604672, 'File', '/etc/spwd.db', '2018-04-09 13:15:41.503856724~2018-04-09 16:30:00.013586729_0')
('2018-04-09 16:27:58.543592', 1523305678543591830, 'Subject', 'imapd', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:28:26.504797', 1523305706504797332, 'File', '/var/mail/bob', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:06.183844', 1523294346183844467, 'File', '/tmp/.31.29adb', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:33.583844', 1523294373583844469, 'File', '/var/mail/charles', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:11.693843', 1523294351693843389, 'File', '/tmp/.31.2979c', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.523612', 1523305125523612202, 'File', '/home/george/Sent', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:27.853602', 1523305167853602297, 'File', '/var/mail/george', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:05:24.693628', 1523304324693627525, 'File', '/tmp/.31.29ada', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:11.733847', 1523294351733846869, 'File', '/home/charles/Sent', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:20:37.973847', 1523294437973847375, 'Netflow', '128.55.12.67:56227', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:20:49.903842', 1523294449903841726, 'Netflow', '128.55.12.67:56228', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:27:58.513594', 1523305678513594089, 'File', '/usr/local/libexec/imapd', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:16:19.343849', 1523294179343848729, 'Netflow', '128.55.12.67:56115', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:20:29.703848', 1523294429703847742, 'Netflow', '128.55.12.167:44427', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:33.543842', 1523294373543842059, 'Netflow', '128.55.12.67:56222', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:33.553846', 1523294373553846269, 'Netflow', '128.55.12.67:56223', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:44.773603', 1523305124773603483, 'Netflow', '128.55.12.10:53', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:16:50.423848', 1523294210423847780, 'File', '/tmp/tmp.mkEwQB', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:19:06.163844', 1523294346163844428, 'Netflow', '128.55.12.67:56221', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.883602', 1523305181883602104, 'File', '/etc/pwd.db', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:27.543603', 1523305167543602829, 'File', '/etc/spwd.db', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:22:25.243840', 1523294545243840197, 'File', '/home/bob/Sent', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.873611', 1523305181873610643, 'File', '/usr/local/etc/c-client.cf', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:14:27.833850', 1523294067833849534, 'Netflow', '128.55.12.118:39933', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.153604', 1523305125153603503, 'File', '/usr/share/zoneinfo/posixrules', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:20:37.873851', 1523294437873850796, 'File', '/home/charles/.mailboxlist', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.163603', 1523305125163603463, 'File', '/etc/services', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.863601', 1523305181863600883, 'File', '/etc/login.conf', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:27.513604', 1523305167513603538, 'File', '/etc/pam.d/imap', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.773609', 1523305181773608711, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:13:05.003851', 1523293985003851472, 'Netflow', '128.55.12.110:34067', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:27.103605', 1523305167103604898, 'File', '/usr/share/zoneinfo/UTC', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.163603', 1523305125163603463, 'File', '/etc/nsswitch.conf', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:15:01.123850', 1523294101123850264, 'Netflow', '128.55.12.166:55458', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:15:06.053848', 1523294106053848345, 'Netflow', '128.55.12.166:45549', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.163603', 1523305125163603463, 'File', '/etc/resolv.conf', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.193605', 1523305125193604754, 'File', '/etc/pam.d/other', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:14:36.763851', 1523294076763850608, 'Netflow', '128.55.12.167:44408', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:44.693604', 1523305124693603731, 'File', '/etc/hosts.allow', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 13:16:26.443847', 1523294186443846899, 'File', '/home/george/Archives', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:20:26.923603', 1523305226923603371, 'File', '/var/mail/david', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 15:06:14.853700', 1523300774853700287, 'Netflow', '128.55.12.167:44493', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:29:37.423588', 1523305777423588494, 'Netflow', '128.55.12.141:49228', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 15:03:56.043704', 1523300636043704367, 'Netflow', '128.55.12.110:34276', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 15:12:13.983693', 1523301133983692902, 'Netflow', '128.55.12.110:34278', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 15:00:00.753711', 1523300400753711232, 'Netflow', '128.55.12.166:57005', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 15:00:05.193710', 1523300405193710029, 'Netflow', '128.55.12.166:50262', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:15:03.973606', 1523304903973606082, 'Netflow', '128.55.12.166:56009', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:28:26.583581', 1523305706583581314, 'Netflow', '128.55.12.167:44587', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:05:24.773621', 1523304324773620857, 'Netflow', '128.55.12.167:44583', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:15:00.793611', 1523304900793610782, 'Netflow', '128.55.12.166:49015', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:11:54.663620', 1523304714663620062, 'Netflow', '128.55.12.110:34280', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.903602', 1523305181903601524, 'File', '/tmp/.31.29d08', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.003602', 1523305125003601689, 'File', '/tmp/.31.29b51', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.243605', 1523305125243605215, 'File', '/tmp/.31.29d09', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:31.433604', 1523305111433604065, 'File', '/tmp/.31.29adf', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.713602', 1523305181713602339, 'Netflow', '128.55.12.118:52368', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.923611', 1523305181923610645, 'Netflow', '128.55.12.118:52369', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:27.833602', 1523305167833601686, 'Netflow', '128.55.12.118:52367', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:07.323608', 1523305147323607645, 'File', '/tmp/tmp.Raj7di', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.013613', 1523305125013613429, 'Netflow', '128.55.12.118:52364', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:45.253605', 1523305125253605155, 'Netflow', '128.55.12.118:52365', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:58.483602', 1523305198483602236, 'File', '/tmp/tmp.kgncJ8', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:27.623604', 1523305167623604301, 'File', '/home/george/.mailboxlist', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:31.493606', 1523305111493606337, 'Netflow', '128.55.12.118:52362', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:18:44.773603', 1523305124773603483, 'Netflow', '128.55.12.118:52363', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:27:58.553590', 1523305678553590360, 'Netflow', '128.55.12.110:34281', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:19:41.303604', 1523305181303603749, 'File', '/home/george/Drafts', '2018-04-09 13:13:05.003851472~2018-04-09 16:29:37.423588494_0')
('2018-04-09 16:22:00.043599', 1523305320043599352, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:27:33.773601', 1523305653773600832, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.193598', 1523305320193597916, 'File', '/var/db/entropy/saved-entropy.8', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.203598', 1523305320203598377, 'File', '/dev/null', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.193598', 1523305320193597916, 'File', '/dev/random', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.183599', 1523305320183598566, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:19:58.513604', 1523305198513603567, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:19:41.773609', 1523305181773608711, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:19:06.643602', 1523305146643601978, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:27:59.333590', 1523305679333590060, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:19:06.753601', 1523305146753601291, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:27:59.133593', 1523305679133593435, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:27:58.873592', 1523305678873592388, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:31.303599', 1523305351303599365, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:28:33.143592', 1523305713143591766, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:25:00.053596', 1523305500053596452, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:25:31.773603', 1523305531773603395, 'File', 'top_procs.txt', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:23:30.673596', 1523305410673595563, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.623850', 1523294141623849592, 'File', '/var/run/syslog.pid', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.623850', 1523294141623849592, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:18:27.153602', 1523305107153601947, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:18:26.123605', 1523305106123605231, 'File', 'kernel_mem.txt', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:24:00.843837', 1523294640843837231, 'File', 'kernel_zones.txt', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:27:33.983611', 1523305653983611197, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:29:34.703589', 1523305774703589102, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.173601', 1523305320173601476, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.593848', 1523294141593847853, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.093604', 1523305320093604474, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.653848', 1523294141653848012, 'File', '/var/run/resolvconf/lock', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.653848', 1523294141653848012, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.523848', 1523294141523848434, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 13:15:41.533848', 1523294141533848094, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:22:00.083601', 1523305320083600503, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 15:00:00.063711', 1523300400063711052, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
('2018-04-09 16:17:21.593603', 1523305041593602520, 'File', '/var/run/ld-elf.so.hints', '2018-04-09 13:15:41.523848434~2018-04-09 16:29:34.703589102_0')
