('2018-04-03 15:59:47.701592', 1522785587701591550, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-12 16:02:37.296034', 1523563357296033985, 'Subject', 'cleanup', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:37.336031', 1523563357336030708, 'Subject', 'cleanup', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:37.366031', 1523563357366030571, 'Subject', 'cleanup', 'EVENT_CLOSE', 'File', '/usr/local/etc/postfix/virtual.db', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:41.496040', 1523562761496039878, 'Subject', 'cleanup', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:27.076132', 1523558727076131749, 'Subject', 'cleanup', 'EVENT_WRITE', 'File', '/var/spool/postfix/active/0380829CD7', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:37.436026', 1523563357436026337, 'Subject', 'cleanup', 'EVENT_WRITE', 'File', '/var/spool/postfix/active/5DCAA29D15', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:53:32.356046', 1523562812356046363, 'Subject', 'cleanup', 'EVENT_WRITE', 'File', '/var/spool/postfix/active/4907829D15', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:41.606049', 1523562761606048777, 'Subject', 'cleanup', 'EVENT_WRITE', 'File', '/var/spool/postfix/active/83FDE29D15', '2018-04-12 08:53:04.146604665~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.796027', 1523563332796026795, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'imapd', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:42.726052', 1523562762726052421, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/var/mail/henry', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.166041', 1523562720166041306, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.3023c', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:53.546040', 1523562773546039661, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.3022e', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:41.686040', 1523562761686039974, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/home/henry/Sent', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:29.636129', 1523558729636129328, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/var/mail/bob', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:51:54.626040', 1523562714626040250, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29b43', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:10.196137', 1523558710196136679, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29ada', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:48.996026', 1523563368996026303, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/var/mail/charles', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:53:04.196613', 1523537584196612637, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.mbLhpg', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:57:27.906598', 1523537847906597786, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60120', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 09:00:26.926598', 1523538026926597746, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:39870', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.756028', 1523563332756027561, 'Subject', 'imapd', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/imapd', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 09:00:46.216593', 1523538046216592862, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:40908', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:57:33.986596', 1523537853986596423, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60121', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:57:33.906595', 1523537853906594804, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60122', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:57:34.056596', 1523537854056595953, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60123', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.796027', 1523563332796026795, 'Subject', 'imapd', 'EVENT_SENDTO', 'Netflow', '128.55.12.10:53', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:58:05.676599', 1523537885676599250, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.GxiTuL', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:53:05.556602', 1523537585556602271, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60100', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:53:04.356605', 1523537584356605004, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60101', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 09:01:36.746589', 1523538096746589325, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:51840', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 09:01:36.696589', 1523538096696589372, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:49356', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:52:28.826606', 1523537548826605762, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60099', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 08:52:24.206602', 1523537544206601509, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60098', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:53.816040', 1523562773816039873, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pwd.db', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.826027', 1523563332826026877, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:53.806039', 1523562773806039293, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/usr/local/etc/c-client.cf', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.756028', 1523563332756027561, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:48.166038', 1523562768166038398, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pam.d/imap', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.076040', 1523562720076039848, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/services', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:48.186039', 1523562768186039000, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/etc/pam.d/other', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.826027', 1523563332826026877, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/etc/login.conf', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:47.596039', 1523562767596038711, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:48.286051', 1523562768286050939, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/home/henry/.mailboxlist', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.076040', 1523562720076039848, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.066041', 1523562720066040757, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.076040', 1523562720076039848, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/etc/resolv.conf', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 13:18:44.036254', 1523553524036253606, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.110:42780', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 13:15:19.316252', 1523553319316252030, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:36068', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 13:15:19.316252', 1523553319316252030, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:42656', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:37.516027', 1523563357516027133, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/home/charles/Sent', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:13.916027', 1523563333916027409, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.2979c', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:13.326029', 1523563333326028639, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29d10', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:07.826027', 1523563327826027425, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29adb', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:13.016026', 1523563333016026023, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/.31.29b4b', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:27.226131', 1523558727226130668, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.RShE15', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:25.326133', 1523558725326132711, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:51923', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:10.186135', 1523558710186134758, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.166:35153', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:44:54.276131', 1523558694276130538, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:51779', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:44:53.736130', 1523558693736130341, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:51780', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:44:54.016131', 1523558694016130576, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:51781', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:45:27.256130', 1523558727256129571, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:51782', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 14:44:48.516131', 1523558688516130952, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:51774', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:07.806026', 1523563327806025813, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/home/charles/.mailboxlist', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:53:32.416090', 1523562812416090488, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.6sWhYB', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:37.496028', 1523563357496027792, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.eEzRGi', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.016039', 1523562720016039433, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61812', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:51:59.976043', 1523562719976043200, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61813', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:00.246042', 1523562720246042302, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61814', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:41.656039', 1523562761656039041, 'Subject', 'imapd', 'EVENT_WRITE', 'File', '/tmp/tmp.rFeHBM', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:47.606039', 1523562767606039381, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61819', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:13.036025', 1523563333036025445, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:53886', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:13.336025', 1523563333336025400, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:53887', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:13.836028', 1523563333836027713, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:53888', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:53.696053', 1523562773696053153, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61820', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:52:53.566038', 1523562773566037562, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61821', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:53:32.486041', 1523562812486041474, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61822', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 15:51:54.936039', 1523562714936039466, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61809', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:08.326036', 1523563328326036217, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:53884', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:12.796027', 1523563332796026795, 'Subject', 'imapd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:53885', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:02:48.936053', 1523563368936053348, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/home/charles/Drafts', '2018-04-12 08:52:24.206601509~2018-04-12 16:02:48.996026303_0')
('2018-04-12 16:00:58.536029', 1523563258536028633, 'Subject', 'dhclient', 'EVENT_WRITE', 'File', '/var/db/dhclient.leases.vtnet1', '2018-04-12 16:00:58.526031502~2018-04-12 16:00:58.536028633_0')
('2018-04-12 16:00:58.526032', 1523563258526031502, 'Subject', 'dhclient', 'EVENT_WRITE', 'File', '/var/db/dhclient.leases.vtnet0', '2018-04-12 16:00:58.526031502~2018-04-12 16:00:58.536028633_0')
('2018-04-12 15:53:31.786037', 1523562811786037285, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'smtpd', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 08:53:04.166611', 1523537584166611192, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60104', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:36.846025', 1523563356846025347, 'Subject', 'smtpd', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/postfix/smtpd', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 08:58:05.636598', 1523537885636598146, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:60126', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:31.786037', 1523562811786037285, 'Subject', 'smtpd', 'EVENT_SENDTO', 'Netflow', '128.55.12.10:53', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.786039', 1523562760786039138, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.766039', 1523562760766039477, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.886048', 1523562760886048167, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.786039', 1523562760786039138, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.396028', 1523563357396027573, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.766039', 1523562760766039477, 'Subject', 'smtpd', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.726042', 1523562760726041693, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.886048', 1523562760886048167, 'Subject', 'smtpd', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/virtual.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 13:18:44.296245', 1523553524296244979, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.110:54809', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.776043', 1523562760776043487, 'Subject', 'smtpd', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.906040', 1523562760906040268, 'Subject', 'smtpd', 'EVENT_CLOSE', 'File', '/etc/resolv.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 14:45:27.186127', 1523558727186127443, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:51787', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:32.366041', 1523562812366040934, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61827', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.616041', 1523562761616041418, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.55:61816', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.176032', 1523563357176032274, 'Subject', 'smtpd', 'EVENT_WRITE', 'Netflow', '128.55.12.67:53889', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.076027', 1523563357076026546, 'Subject', 'smtpd', 'EVENT_CLOSE', 'File', '/etc/group', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:09.996040', 1523562789996039643, 'Subject', 'lsof', 'EVENT_CLOSE', 'File', '/etc/libmap.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:32.556041', 1523562812556041400, 'Subject', 'local', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:32.516044', 1523562812516044056, 'Subject', 'local', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:53:32.556041', 1523562812556041400, 'Subject', 'local', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.916076', 1523563357916075547, 'Subject', 'local', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.996044', 1523562761996043510, 'Subject', 'local', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:47.596039', 1523562767596038711, 'Subject', 'imapd', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:00.066041', 1523562720066040757, 'Subject', 'imapd', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.356034', 1523563357356034270, 'Subject', 'cleanup', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.336031', 1523563357336030708, 'Subject', 'cleanup', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.356034', 1523563357356034270, 'Subject', 'cleanup', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:41.486039', 1523562761486039497, 'Subject', 'cleanup', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.336031', 1523563357336030708, 'Subject', 'cleanup', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.366031', 1523563357366030571, 'Subject', 'cleanup', 'EVENT_CLOSE', 'File', '/usr/local/etc/postfix/virtual.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.096026', 1523563357096025838, 'Subject', 'anvil', 'EVENT_EXECUTE', 'File', '/usr/local/libexec/postfix/anvil', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.986042', 1523562760986041865, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.956039', 1523562760956039003, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/local/etc/postfix/main.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.986042', 1523562760986041865, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/etc/spwd.db', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.986042', 1523562760986041865, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/local/libexec/postfix/dynamicmaps.cf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 15:52:40.926042', 1523562760926041900, 'Subject', 'anvil', 'EVENT_CLOSE', 'File', '/var/run/ld-elf.so.hints', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.136033', 1523563357136033471, 'Subject', 'anvil', 'EVENT_OPEN', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.136033', 1523563357136033471, 'Subject', 'anvil', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/UTC', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 16:02:37.146038', 1523563357146037552, 'Subject', 'anvil', 'EVENT_CLOSE', 'File', '/etc/nsswitch.conf', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
('2018-04-12 13:14:55.386252', 1523553295386251627, 'Subject', 'sshd', 'EVENT_CLOSE', 'File', '/usr/share/zoneinfo/posixrules', '2018-04-12 08:53:04.166611192~2018-04-12 16:02:37.916075547_0')
